,seller,offerType,price,abtest,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
43710,privat,Angebot,1900,test,,manuell,101,a4,150000,benzin,audi,ja,4.58
43711,privat,Angebot,8500,control,limousine,manuell,208,,125000,benzin,sonstige_autos,nein,15.08
43712,privat,Angebot,1750,control,kleinwagen,manuell,69,corsa,150000,diesel,opel,,16.08
43716,privat,Angebot,5499,control,,manuell,140,a3,150000,,audi,nein,5.83
43717,privat,Angebot,900,test,limousine,automatik,122,c_klasse,150000,lpg,mercedes_benz,ja,26.0
43719,privat,Angebot,1000,test,kleinwagen,manuell,90,move,125000,benzin,daihatsu,,23.67
43720,privat,Angebot,2000,control,kombi,manuell,107,scenic,150000,benzin,renault,nein,19.08
43721,privat,Angebot,3999,test,limousine,manuell,109,3_reihe,150000,benzin,peugeot,nein,20.92
43723,privat,Angebot,500,control,limousine,manuell,116,80,150000,benzin,audi,ja,27.92
43724,privat,Angebot,1290,test,coupe,manuell,90,civic,150000,benzin,honda,nein,28.25
43725,privat,Angebot,2999,test,bus,manuell,116,galaxy,150000,diesel,ford,nein,20.67
43726,privat,Angebot,1300,test,,manuell,60,polo,90000,,volkswagen,nein,4.92
43727,privat,Angebot,6699,control,limousine,manuell,110,andere,150000,benzin,saab,nein,38.42
43728,privat,Angebot,7950,test,suv,manuell,150,captiva,150000,diesel,chevrolet,nein,13.25
43729,privat,Angebot,1500,test,kombi,manuell,84,astra,150000,benzin,opel,nein,19.58
43730,privat,Angebot,1200,test,kleinwagen,manuell,150,corsa,100000,benzin,opel,ja,25.42
43732,privat,Angebot,2500,test,cabrio,manuell,90,golf,150000,benzin,volkswagen,nein,26.25
43734,privat,Angebot,1600,test,bus,manuell,101,,150000,benzin,opel,nein,22.42
43735,privat,Angebot,2500,test,kleinwagen,manuell,116,golf,150000,benzin,volkswagen,,22.0
43737,privat,Angebot,24500,control,coupe,automatik,476,andere,150000,benzin,mercedes_benz,nein,16.42
43738,privat,Angebot,3700,control,kombi,automatik,145,mondeo,60000,benzin,ford,nein,19.0
43739,privat,Angebot,9000,control,suv,manuell,140,outlander,150000,diesel,mitsubishi,nein,12.67
43740,privat,Angebot,11700,test,kombi,manuell,143,a4,150000,diesel,audi,nein,11.75
43742,privat,Angebot,2222,control,bus,manuell,101,andere,150000,diesel,citroen,nein,17.58
43743,privat,Angebot,17950,control,cabrio,manuell,184,cooper,40000,benzin,mini,nein,11.42
43744,privat,Angebot,650,test,kombi,manuell,122,c_klasse,150000,benzin,mercedes_benz,nein,23.25
43745,privat,Angebot,4000,test,bus,manuell,105,caddy,150000,diesel,volkswagen,ja,12.58
43746,privat,Angebot,7700,control,limousine,automatik,240,golf,125000,benzin,volkswagen,nein,16.42
43747,privat,Angebot,700,test,limousine,manuell,75,3_reihe,150000,benzin,peugeot,nein,25.5
43748,privat,Angebot,2500,control,coupe,manuell,136,vectra,150000,benzin,opel,nein,21.33
43749,privat,Angebot,7900,test,limousine,manuell,163,3er,150000,diesel,bmw,ja,16.33
43750,privat,Angebot,1666,test,cabrio,manuell,75,astra,150000,benzin,opel,ja,24.25
43751,privat,Angebot,1950,control,cabrio,manuell,116,3er,150000,benzin,bmw,nein,27.0
43752,privat,Angebot,1700,test,limousine,automatik,192,3er,150000,benzin,bmw,nein,29.25
43753,privat,Angebot,2999,test,kleinwagen,manuell,60,2_reihe,80000,benzin,peugeot,ja,11.33
43755,privat,Angebot,799,test,kombi,manuell,90,passat,150000,,volkswagen,nein,28.33
43756,privat,Angebot,4500,test,limousine,manuell,100,3er,150000,benzin,bmw,,31.42
43757,privat,Angebot,1250,test,bus,manuell,116,sharan,150000,benzin,volkswagen,nein,24.5
43758,privat,Angebot,6000,test,,manuell,140,sharan,150000,diesel,volkswagen,,4.08
43759,privat,Angebot,1599,test,,manuell,90,a_klasse,150000,diesel,mercedes_benz,,4.25
43760,privat,Angebot,3500,test,limousine,automatik,163,a6,150000,diesel,audi,nein,18.92
43761,privat,Angebot,1100,test,,manuell,150,corsa,5000,,opel,,21.0
43762,privat,Angebot,17500,control,suv,automatik,136,sportage,125000,diesel,kia,nein,11.67
43763,privat,Angebot,14990,control,limousine,automatik,197,5er,150000,diesel,bmw,nein,14.0
43764,privat,Angebot,7200,control,kombi,manuell,170,a4,150000,diesel,audi,nein,16.0
43765,privat,Angebot,2100,test,limousine,manuell,101,a4,150000,benzin,audi,nein,24.5
43766,privat,Angebot,3500,control,kleinwagen,manuell,80,corsa,125000,benzin,opel,nein,14.58
43767,privat,Angebot,3750,test,bus,manuell,99,andere,150000,diesel,opel,nein,17.17
43768,privat,Angebot,33500,control,limousine,automatik,299,5er,125000,diesel,bmw,nein,10.08
43769,privat,Angebot,680,control,kleinwagen,manuell,60,corsa,150000,benzin,opel,nein,23.42
43770,privat,Angebot,2400,control,limousine,automatik,116,golf,150000,benzin,volkswagen,nein,24.0
43771,privat,Angebot,10500,test,kleinwagen,manuell,156,andere,50000,benzin,citroen,nein,11.33
43772,privat,Angebot,890,control,kleinwagen,manuell,68,,90000,benzin,suzuki,nein,26.17
43773,privat,Angebot,1300,test,kombi,manuell,90,,150000,benzin,volkswagen,nein,30.08
43774,privat,Angebot,2999,test,limousine,manuell,173,focus,150000,benzin,ford,nein,20.0
43775,privat,Angebot,17900,test,kombi,automatik,136,i_reihe,60000,diesel,hyundai,nein,9.42
43776,privat,Angebot,9150,control,kleinwagen,manuell,105,fabia,40000,benzin,skoda,nein,11.92
43777,privat,Angebot,1500,control,kleinwagen,manuell,50,lupo,125000,benzin,volkswagen,nein,22.25
43778,privat,Angebot,2290,control,limousine,manuell,82,a_klasse,125000,benzin,mercedes_benz,nein,20.58
43779,privat,Angebot,5900,control,kleinwagen,manuell,90,yaris,150000,diesel,toyota,nein,13.25
43780,privat,Angebot,1199,control,kleinwagen,manuell,50,lupo,150000,benzin,volkswagen,nein,23.0
43781,privat,Angebot,300,test,kleinwagen,manuell,54,polo,150000,,volkswagen,nein,26.08
43782,privat,Angebot,6890,test,kleinwagen,manuell,77,punto,40000,benzin,fiat,nein,9.17
43783,privat,Angebot,11699,test,kombi,manuell,163,6_reihe,125000,diesel,mazda,nein,11.67
43784,privat,Angebot,32500,control,limousine,automatik,150,1er,20000,diesel,bmw,nein,6.33
43785,privat,Angebot,1500,test,kombi,automatik,170,e_klasse,150000,diesel,mercedes_benz,nein,21.08
43786,privat,Angebot,8000,test,limousine,manuell,125,a3,125000,benzin,audi,nein,14.83
43787,privat,Angebot,11499,test,limousine,automatik,136,e_klasse,150000,diesel,mercedes_benz,nein,11.5
43788,privat,Angebot,990,control,kombi,,75,astra,150000,benzin,opel,nein,23.17
43789,privat,Angebot,9750,test,limousine,manuell,86,golf,60000,benzin,volkswagen,nein,9.25
43790,privat,Angebot,3800,test,limousine,manuell,140,leon,20000,diesel,seat,,16.0
43791,privat,Angebot,6700,test,bus,manuell,115,alhambra,150000,diesel,seat,nein,15.33
43792,privat,Angebot,7499,test,kleinwagen,manuell,80,golf,100000,benzin,volkswagen,nein,11.08
43793,privat,Angebot,14800,test,cabrio,manuell,126,mx_reihe,40000,benzin,mazda,nein,10.25
43796,privat,Angebot,3500,control,kleinwagen,manuell,65,andere,150000,benzin,fiat,nein,15.33
43797,privat,Angebot,7800,control,,automatik,218,,150000,,bmw,,5.08
43798,privat,Angebot,2499,test,bus,manuell,135,scenic,150000,benzin,renault,nein,17.83
43799,privat,Angebot,4500,test,kleinwagen,manuell,85,a_klasse,150000,benzin,mercedes_benz,,16.83
43800,privat,Angebot,14800,test,kombi,manuell,140,passat,60000,diesel,volkswagen,nein,11.75
43801,privat,Angebot,2000,control,kleinwagen,manuell,58,clio,125000,benzin,renault,ja,13.33
43802,privat,Angebot,2999,control,,manuell,64,polo,60000,,volkswagen,,6.0
43804,privat,Angebot,3500,test,kombi,automatik,180,vectra,150000,diesel,opel,nein,17.75
43805,privat,Angebot,3900,control,kombi,automatik,131,passat,150000,,volkswagen,,18.67
43806,privat,Angebot,17500,control,kombi,automatik,450,a6,150000,benzin,audi,nein,18.0
43807,privat,Angebot,3500,test,kleinwagen,manuell,116,golf,150000,benzin,volkswagen,nein,19.17
43808,privat,Angebot,2100,test,kleinwagen,manuell,68,c3,150000,diesel,citroen,nein,20.0
43809,privat,Angebot,21499,test,kombi,automatik,140,passat,80000,diesel,volkswagen,nein,10.83
43810,privat,Angebot,11900,test,limousine,automatik,143,1er,150000,diesel,bmw,nein,11.33
43811,privat,Angebot,9990,test,limousine,manuell,92,leon,80000,benzin,seat,nein,9.42
43813,privat,Angebot,2200,control,bus,manuell,122,andere,60000,benzin,chevrolet,nein,15.75
43814,privat,Angebot,1499,control,kombi,manuell,170,c_klasse,150000,benzin,mercedes_benz,nein,23.75
43815,privat,Angebot,2400,control,,manuell,102,a3,150000,benzin,audi,,21.92
43816,privat,Angebot,1300,test,limousine,manuell,115,80,150000,benzin,audi,,29.0
43818,privat,Angebot,690,test,kleinwagen,manuell,60,polo,150000,benzin,volkswagen,nein,25.33
43819,privat,Angebot,799,control,limousine,manuell,116,mondeo,150000,benzin,ford,nein,23.67
43820,privat,Angebot,600,test,kleinwagen,manuell,75,polo,150000,benzin,volkswagen,ja,25.08
43821,privat,Angebot,6900,test,kombi,manuell,140,a3,150000,diesel,audi,nein,18.0
43822,privat,Angebot,2500,control,kleinwagen,manuell,170,punto,150000,benzin,fiat,nein,25.08
43823,privat,Angebot,4900,test,cabrio,manuell,68,c3,80000,diesel,citroen,nein,14.08
43826,privat,Angebot,19000,control,coupe,manuell,179,a5,90000,benzin,audi,nein,11.17
43827,privat,Angebot,7900,control,cabrio,manuell,140,mx_reihe,90000,benzin,mazda,nein,22.83
43828,privat,Angebot,2300,control,kleinwagen,manuell,75,a2,150000,benzin,audi,nein,19.33
43829,privat,Angebot,2300,test,limousine,manuell,101,focus,150000,benzin,ford,nein,18.83
43831,privat,Angebot,24500,control,kombi,manuell,156,c_klasse,30000,benzin,mercedes_benz,nein,7.25
43832,privat,Angebot,500,control,limousine,manuell,75,civic,125000,benzin,honda,ja,24.33
43833,privat,Angebot,3250,test,limousine,manuell,179,andere,70000,benzin,opel,ja,37.33
43834,privat,Angebot,1650,control,limousine,manuell,86,astra,150000,benzin,opel,nein,19.08
43836,privat,Angebot,6800,test,suv,manuell,140,andere,150000,diesel,mitsubishi,ja,13.25
43838,privat,Angebot,7500,control,limousine,manuell,122,1er,125000,benzin,bmw,,13.67
43839,privat,Angebot,17200,control,cabrio,manuell,122,cooper,20000,benzin,mini,nein,10.5
43840,privat,Angebot,19800,control,limousine,manuell,125,,40000,,audi,nein,7.25
43842,privat,Angebot,4400,control,limousine,automatik,272,7er,150000,lpg,bmw,nein,20.5
43843,privat,Angebot,3199,control,kleinwagen,manuell,69,fiesta,150000,benzin,ford,nein,13.08
43844,privat,Angebot,1990,test,bus,manuell,109,c_max,150000,diesel,ford,nein,18.25
43845,privat,Angebot,300,control,coupe,manuell,102,3er,150000,,bmw,ja,23.25
43846,privat,Angebot,3900,control,limousine,manuell,116,c_klasse,150000,diesel,mercedes_benz,nein,20.25
43848,privat,Angebot,5000,control,kleinwagen,manuell,87,yaris,125000,benzin,toyota,nein,14.75
43849,privat,Angebot,4800,test,bus,manuell,131,sharan,150000,diesel,volkswagen,nein,17.58
43850,privat,Angebot,1500,test,limousine,manuell,150,c5,150000,benzin,citroen,nein,19.42
43851,privat,Angebot,3900,test,limousine,manuell,140,80,150000,benzin,audi,nein,27.5
43852,privat,Angebot,1499,control,kombi,,180,omega,150000,benzin,opel,,20.0
43853,privat,Angebot,6450,control,bus,manuell,102,vito,150000,diesel,mercedes_benz,nein,18.58
43854,privat,Angebot,10400,test,cabrio,manuell,241,golf,150000,benzin,volkswagen,nein,24.25
43856,privat,Angebot,2300,test,kleinwagen,manuell,90,corsa,90000,benzin,opel,,20.75
43857,privat,Angebot,10399,control,limousine,manuell,105,golf,125000,diesel,volkswagen,nein,9.25
43859,privat,Angebot,6149,test,coupe,manuell,192,c_klasse,125000,benzin,mercedes_benz,nein,17.33
43861,privat,Angebot,3700,control,kombi,automatik,116,3er,150000,benzin,bmw,nein,18.92
43862,privat,Angebot,15880,test,cabrio,automatik,306,sl,100000,benzin,mercedes_benz,,19.67
43863,privat,Angebot,18000,control,kombi,automatik,170,superb,40000,diesel,skoda,ja,10.17
43864,privat,Angebot,3200,test,cabrio,manuell,125,astra,150000,benzin,opel,nein,19.25
43865,privat,Angebot,500,control,,manuell,70,fiesta,150000,,ford,ja,5.17
43866,privat,Angebot,7990,test,cabrio,automatik,54,fortwo,40000,diesel,smart,nein,11.25
43868,privat,Angebot,999,test,kleinwagen,manuell,54,corsa,150000,benzin,opel,nein,22.83
43869,privat,Angebot,18500,control,bus,manuell,136,vito,100000,diesel,mercedes_benz,nein,8.83
43871,privat,Angebot,8800,control,kombi,manuell,140,passat,150000,diesel,volkswagen,nein,12.75
43872,privat,Angebot,2099,test,kleinwagen,manuell,64,polo,150000,benzin,volkswagen,,19.92
43874,privat,Angebot,2100,test,suv,automatik,116,andere,150000,diesel,opel,nein,23.0
43875,privat,Angebot,2500,test,limousine,manuell,170,e_klasse,150000,benzin,mercedes_benz,,23.67
43876,privat,Angebot,11500,test,coupe,automatik,224,clk,150000,diesel,mercedes_benz,nein,16.75
43878,privat,Angebot,12900,test,limousine,manuell,86,golf,20000,benzin,volkswagen,nein,6.5
43880,privat,Angebot,8700,test,limousine,manuell,177,1er,150000,diesel,bmw,,12.58
43881,privat,Angebot,12000,test,suv,manuell,143,x_reihe,150000,diesel,bmw,nein,11.25
43882,privat,Angebot,1500,control,kleinwagen,manuell,60,fiesta,150000,benzin,ford,nein,19.75
43883,privat,Angebot,27400,test,bus,automatik,170,sharan,60000,diesel,volkswagen,nein,9.67
43884,privat,Angebot,8400,control,kombi,manuell,125,mondeo,150000,,ford,nein,13.42
43885,privat,Angebot,5250,control,kleinwagen,manuell,68,andere,50000,benzin,nissan,nein,9.25
43886,privat,Angebot,1000,test,,manuell,122,v40,150000,benzin,volvo,,4.08
43887,privat,Angebot,2750,control,limousine,manuell,101,golf,150000,diesel,volkswagen,nein,20.33
43888,privat,Angebot,17700,test,coupe,manuell,306,1er,150000,benzin,bmw,nein,13.08
43889,privat,Angebot,32500,test,coupe,automatik,265,e_klasse,80000,diesel,mercedes_benz,nein,10.0
43890,privat,Angebot,3499,control,limousine,manuell,150,leon,150000,diesel,seat,,17.33
43891,privat,Angebot,20650,control,suv,manuell,114,c4,5000,diesel,citroen,nein,7.0
43892,privat,Angebot,9750,control,limousine,manuell,177,1er,20000,diesel,bmw,nein,12.08
43894,privat,Angebot,1100,test,kleinwagen,manuell,75,clio,150000,benzin,renault,nein,19.75
43895,privat,Angebot,1400,control,limousine,automatik,211,omega,150000,benzin,opel,nein,22.25
43896,privat,Angebot,2500,test,limousine,automatik,65,,150000,diesel,mercedes_benz,nein,40.0
43898,privat,Angebot,10500,test,kombi,automatik,249,300c,125000,benzin,chrysler,nein,15.5
43899,privat,Angebot,34800,control,cabrio,automatik,272,sl,40000,benzin,mercedes_benz,nein,15.33
43901,privat,Angebot,2599,control,,manuell,61,polo,40000,benzin,volkswagen,nein,3.42
43902,privat,Angebot,12999,control,limousine,automatik,231,5er,150000,benzin,bmw,,17.33
43903,privat,Angebot,1350,control,kleinwagen,manuell,64,polo,150000,benzin,volkswagen,ja,19.83
43904,privat,Angebot,2390,control,cabrio,manuell,109,2_reihe,150000,benzin,peugeot,nein,17.08
43906,privat,Angebot,400,test,kleinwagen,automatik,60,polo,150000,benzin,volkswagen,nein,24.83
43907,privat,Angebot,6499,test,limousine,manuell,200,golf,150000,benzin,volkswagen,nein,15.33
43908,privat,Angebot,13000,control,kombi,manuell,105,octavia,60000,diesel,skoda,nein,9.33
43909,privat,Angebot,9500,control,kombi,automatik,192,5er,125000,benzin,bmw,nein,17.75
43911,privat,Angebot,39979,test,coupe,automatik,245,andere,70000,diesel,audi,nein,10.5
43912,privat,Angebot,2999,test,kombi,manuell,155,vectra,150000,benzin,opel,nein,15.17
43913,privat,Angebot,900,test,kleinwagen,manuell,45,corsa,150000,benzin,opel,nein,27.42
43914,privat,Angebot,8900,test,kleinwagen,manuell,90,one,40000,benzin,mini,nein,15.33
43915,privat,Angebot,1700,control,limousine,automatik,75,,125000,,opel,,22.33
43917,privat,Angebot,2000,control,kombi,manuell,177,vectra,150000,diesel,opel,ja,16.25
43918,privat,Angebot,12300,test,kombi,manuell,143,a4,125000,diesel,audi,nein,14.0
43919,privat,Angebot,2600,test,kleinwagen,manuell,50,arosa,90000,benzin,seat,nein,17.92
43921,privat,Angebot,850,control,kleinwagen,manuell,50,polo,150000,benzin,volkswagen,nein,23.25
43924,privat,Angebot,40900,test,limousine,automatik,177,q5,50000,diesel,audi,nein,8.67
43926,privat,Angebot,550,test,kleinwagen,manuell,58,cuore,150000,benzin,daihatsu,nein,17.92
43927,privat,Angebot,8250,test,kleinwagen,manuell,87,corsa,40000,benzin,opel,,10.0
43928,privat,Angebot,899,test,bus,automatik,90,megane,150000,benzin,renault,nein,23.5
43930,privat,Angebot,4000,test,limousine,manuell,140,golf,150000,diesel,volkswagen,ja,13.75
43932,privat,Angebot,350,test,kleinwagen,manuell,75,andere,150000,benzin,skoda,ja,22.25
43933,privat,Angebot,1100,test,,manuell,150,toledo,150000,,seat,,5.0
43934,privat,Angebot,3450,test,cabrio,automatik,61,fortwo,90000,benzin,smart,nein,15.33
43935,privat,Angebot,2250,test,kleinwagen,manuell,69,corsa,150000,diesel,opel,nein,17.83
43936,privat,Angebot,400,control,kleinwagen,manuell,60,punto,150000,benzin,fiat,,18.33
43937,privat,Angebot,650,control,kleinwagen,manuell,45,polo,150000,benzin,volkswagen,nein,29.0
43938,privat,Angebot,2400,test,kleinwagen,manuell,101,vectra,150000,benzin,opel,nein,23.33
43939,privat,Angebot,1700,control,limousine,manuell,75,golf,150000,benzin,volkswagen,nein,23.92
43940,privat,Angebot,800,control,limousine,manuell,90,andere,100000,benzin,volkswagen,nein,26.75
43941,privat,Angebot,200,control,,manuell,60,polo,150000,,volkswagen,nein,5.58
43942,privat,Angebot,10990,test,kombi,manuell,140,passat,125000,diesel,volkswagen,nein,13.58
43943,privat,Angebot,3499,control,kombi,automatik,125,astra,150000,benzin,opel,nein,16.42
43945,privat,Angebot,5300,test,kleinwagen,manuell,65,andere,90000,benzin,suzuki,nein,11.5
43946,privat,Angebot,19000,control,cabrio,manuell,211,a5,90000,benzin,audi,nein,12.5
43948,privat,Angebot,30500,test,limousine,manuell,190,1er,20000,diesel,bmw,nein,6.42
43949,privat,Angebot,3600,test,cabrio,manuell,115,3er,150000,benzin,bmw,nein,24.5
43950,privat,Angebot,2000,test,kleinwagen,manuell,95,colt,150000,,mitsubishi,nein,15.58
43951,privat,Angebot,6100,control,limousine,manuell,115,1er,150000,,bmw,nein,16.33
43952,privat,Angebot,25000,control,coupe,manuell,420,,70000,benzin,sonstige_autos,nein,23.58
43953,privat,Angebot,20000,test,coupe,manuell,313,andere,70000,benzin,nissan,nein,13.17
43954,privat,Angebot,3500,control,limousine,automatik,170,e_klasse,100000,benzin,mercedes_benz,nein,22.08
43955,privat,Angebot,24300,test,suv,automatik,286,x_reihe,150000,diesel,bmw,nein,12.33
43957,privat,Angebot,3400,test,bus,manuell,105,touran,150000,diesel,volkswagen,nein,16.5
43958,privat,Angebot,5900,test,kombi,automatik,150,c_klasse,150000,diesel,mercedes_benz,nein,16.0
43959,privat,Angebot,1450,control,limousine,manuell,116,golf,150000,benzin,volkswagen,nein,19.83
43960,privat,Angebot,5600,test,bus,manuell,140,transporter,150000,benzin,volkswagen,nein,25.75
43961,privat,Angebot,7800,control,suv,manuell,86,jimny,90000,benzin,suzuki,nein,13.17
43962,privat,Angebot,1300,control,limousine,manuell,115,3er,150000,benzin,bmw,nein,28.25
43963,privat,Angebot,3999,test,kleinwagen,manuell,67,getz,40000,benzin,hyundai,nein,13.5
43964,privat,Angebot,9990,control,kombi,manuell,143,a4,125000,diesel,audi,nein,13.0
43965,privat,Angebot,5200,test,kleinwagen,,54,,70000,benzin,sonstige_autos,ja,50.58
43966,privat,Angebot,1800,control,kombi,manuell,155,andere,150000,benzin,volvo,nein,30.33
43967,privat,Angebot,37999,test,cabrio,manuell,231,,5000,benzin,sonstige_autos,nein,19.58
43968,privat,Angebot,699,control,kombi,manuell,75,antara,150000,benzin,opel,nein,23.83
43969,privat,Angebot,900,control,cabrio,manuell,110,3_reihe,150000,benzin,peugeot,nein,19.33
43970,privat,Angebot,999,test,limousine,manuell,115,primera,150000,benzin,nissan,ja,19.25
43971,privat,Angebot,5500,test,bus,manuell,143,5_reihe,150000,diesel,mazda,nein,13.33
